Epoch,Loss,Time
1,1.1505,0.0090
2,0.9257,0.0170
3,0.7734,0.0260
4,0.6839,0.0350
5,0.6272,0.0430
6,0.5878,0.0520
7,0.5585,0.0610
8,0.5350,0.0710
9,0.5150,0.0800
10,0.4973,0.0890
11,0.4814,0.0990
12,0.4668,0.1080
13,0.4536,0.1180
14,0.4414,0.1270
15,0.4301,0.1410
16,0.4196,0.1520
17,0.4099,0.1620
18,0.4007,0.1720
19,0.3920,0.1820
20,0.3838,0.1920
21,0.3760,0.2020
22,0.3686,0.2120
23,0.3616,0.2220
24,0.3548,0.2360
25,0.3483,0.2490
26,0.3421,0.2590
27,0.3362,0.2700
28,0.3304,0.2800
29,0.3249,0.2910
30,0.3196,0.3010
31,0.3144,0.3120
32,0.3095,0.3220
33,0.3047,0.3320
34,0.3000,0.3430
35,0.2955,0.3530
36,0.2912,0.3640
37,0.2870,0.3740
38,0.2829,0.3850
39,0.2789,0.3950
40,0.2751,0.4060
41,0.2713,0.4170
42,0.2677,0.4270
43,0.2642,0.4380
44,0.2607,0.4480
45,0.2574,0.4590
46,0.2541,0.4710
47,0.2510,0.4820
48,0.2479,0.4930
49,0.2449,0.5040
50,0.2420,0.5150
51,0.2391,0.5250
52,0.2363,0.5360
53,0.2336,0.5470
54,0.2310,0.5580
55,0.2284,0.5680
56,0.2259,0.5790
57,0.2234,0.5900
58,0.2210,0.6010
59,0.2186,0.6120
60,0.2163,0.6230
61,0.2141,0.6340
62,0.2119,0.6450
63,0.2097,0.6570
64,0.2076,0.6680
65,0.2055,0.6790
66,0.2035,0.6910
67,0.2015,0.7020
68,0.1995,0.7140
69,0.1976,0.7250
70,0.1958,0.7360
71,0.1939,0.7480
72,0.1921,0.7590
73,0.1903,0.7700
74,0.1886,0.7820
75,0.1869,0.7940
76,0.1852,0.8060
77,0.1835,0.8170
78,0.1819,0.8290
79,0.1803,0.8400
80,0.1787,0.8510
81,0.1772,0.8630
82,0.1756,0.8750
83,0.1741,0.8860
84,0.1726,0.8980
85,0.1712,0.9100
86,0.1698,0.9220
87,0.1683,0.9340
88,0.1669,0.9450
89,0.1656,0.9560
90,0.1642,0.9680
91,0.1629,0.9790
92,0.1616,0.9900
93,0.1603,1.0020
94,0.1590,1.0130
95,0.1577,1.0250
96,0.1565,1.0370
97,0.1553,1.0480
98,0.1541,1.0600
99,0.1529,1.0720
100,0.1517,1.0830
101,0.1505,1.0950
102,0.1494,1.1060
103,0.1482,1.1180
104,0.1471,1.1300
105,0.1460,1.1410
106,0.1449,1.1530
107,0.1439,1.1650
108,0.1428,1.1780
109,0.1418,1.1900
110,0.1407,1.2020
111,0.1397,1.2160
112,0.1387,1.2290
113,0.1377,1.2410
114,0.1367,1.2530
115,0.1357,1.2660
116,0.1348,1.2780
117,0.1338,1.2910
118,0.1329,1.3030
119,0.1320,1.3160
120,0.1310,1.3290
121,0.1301,1.3410
122,0.1292,1.3540
123,0.1284,1.3670
124,0.1275,1.3840
125,0.1266,1.4030
126,0.1258,1.4210
127,0.1249,1.4350
128,0.1241,1.4480
129,0.1233,1.4610
130,0.1224,1.4790
131,0.1216,1.4920
132,0.1208,1.5050
133,0.1201,1.5180
134,0.1193,1.5300
135,0.1185,1.5420
136,0.1177,1.5550
137,0.1170,1.5670
138,0.1162,1.5800
139,0.1155,1.5920
140,0.1148,1.6050
141,0.1141,1.6180
142,0.1133,1.6300
143,0.1126,1.6430
144,0.1120,1.6550
145,0.1113,1.6680
146,0.1106,1.6800
147,0.1099,1.6930
148,0.1093,1.7050
149,0.1086,1.7190
150,0.1080,1.7360
